id,inst_type,inst_id,US_region,PUI_RI,world_region,Other_inst_type
429_2019-2020,offer_institutions,4675,NA,NA,NA,NA
430_2019-2020,offer_institutions,4675,NA,NA,NA,NA
431_2019-2020,offer_institutions,3609,Midwest,PUI,USA,US college or university
432_2019-2020,offer_institutions,0,NA,NA,NA,NA
433_2019-2020,offer_institutions,4675,NA,NA,NA,NA
434_2019-2020,offer_institutions,4675,NA,NA,NA,NA
435_2019-2020,offer_institutions,0,NA,NA,NA,NA
436_2019-2020,offer_institutions,4675,NA,NA,NA,NA
437_2019-2020,offer_institutions,4675,NA,NA,NA,NA
438_2019-2020,offer_institutions,4675,NA,NA,NA,NA
439_2019-2020,offer_institutions,513,Midwest,PUI,USA,US college or university
440_2019-2020,offer_institutions,1405,Southeast,RI,USA,US college or university
441_2019-2020,offer_institutions,4675,NA,NA,NA,NA
442_2019-2020,offer_institutions,4675,NA,NA,NA,NA
443_2019-2020,offer_institutions,4675,NA,NA,NA,NA
444_2019-2020,offer_institutions,4675,NA,NA,NA,NA
445_2019-2020,offer_institutions,4675,NA,NA,NA,NA
446_2019-2020,offer_institutions,4675,NA,NA,NA,NA
447_2019-2020,offer_institutions,4675,NA,NA,NA,NA
448_2019-2020,offer_institutions,4675,NA,NA,NA,NA
449_2019-2020,offer_institutions,4675,NA,NA,NA,NA
450_2019-2020,offer_institutions,4464,NA,RI,Canada,NA
451_2019-2020,offer_institutions,4675,NA,NA,NA,NA
452_2019-2020,offer_institutions,4675,NA,NA,NA,NA
453_2019-2020,offer_institutions,4675,NA,NA,NA,NA
454_2019-2020,offer_institutions,4675,NA,NA,NA,NA
455_2019-2020,offer_institutions,4675,NA,NA,NA,NA
456_2019-2020,offer_institutions,4675,NA,NA,NA,NA
457_2019-2020,offer_institutions,4675,NA,NA,NA,NA
458_2019-2020,offer_institutions,4675,NA,NA,NA,NA
459_2019-2020,offer_institutions,4675,NA,NA,NA,NA
460_2019-2020,offer_institutions,2509,Pacific,PUI,USA,US college or university
461_2019-2020,offer_institutions,3697,Pacific,RI,USA,US college or university
462_2019-2020,offer_institutions,4675,NA,NA,NA,NA
463_2019-2020,offer_institutions,4675,NA,NA,NA,NA
464_2019-2020,offer_institutions,4675,NA,NA,NA,NA
465_2019-2020,offer_institutions,4675,NA,NA,NA,NA
466_2019-2020,offer_institutions,4675,NA,NA,NA,NA
467_2019-2020,offer_institutions,4675,NA,NA,NA,NA
468_2019-2020,offer_institutions,4675,NA,NA,NA,NA
469_2019-2020,offer_institutions,4675,NA,NA,NA,NA
470_2019-2020,offer_institutions,4675,NA,NA,NA,NA
471_2019-2020,offer_institutions,4675,NA,NA,NA,NA
472_2019-2020,offer_institutions,4675,NA,NA,NA,NA
473_2019-2020,offer_institutions,4675,NA,NA,NA,NA
474_2019-2020,offer_institutions,4404,NA,RI,European,NA
475_2019-2020,offer_institutions,4675,NA,NA,NA,NA
476_2019-2020,offer_institutions,4675,NA,NA,NA,NA
477_2019-2020,offer_institutions,4675,NA,NA,NA,NA
478_2019-2020,offer_institutions,4675,NA,NA,NA,NA
479_2019-2020,offer_institutions,4675,NA,NA,NA,NA
480_2019-2020,offer_institutions,4675,NA,NA,NA,NA
481_2019-2020,offer_institutions,4675,NA,NA,NA,NA
482_2019-2020,offer_institutions,4144,Southeast,RI,USA,US college or university
483_2019-2020,offer_institutions,4675,NA,NA,NA,NA
484_2019-2020,offer_institutions,4675,NA,NA,NA,NA
485_2019-2020,offer_institutions,4675,NA,NA,NA,NA
486_2019-2020,offer_institutions,4675,NA,NA,NA,NA
487_2019-2020,offer_institutions,4675,NA,NA,NA,NA
488_2019-2020,offer_institutions,4675,NA,NA,NA,NA
489_2019-2020,offer_institutions,4675,NA,NA,NA,NA
490_2019-2020,offer_institutions,4675,NA,NA,NA,NA
491_2019-2020,offer_institutions,4675,NA,NA,NA,NA
492_2019-2020,offer_institutions,4675,NA,NA,NA,NA
493_2019-2020,offer_institutions,3808,Southeast,RI,USA,US college or university
494_2019-2020,offer_institutions,4675,NA,NA,NA,NA
495_2019-2020,offer_institutions,4675,NA,NA,NA,NA
496_2019-2020,offer_institutions,4675,NA,NA,NA,NA
497_2019-2020,offer_institutions,4675,NA,NA,NA,NA
498_2019-2020,offer_institutions,4675,NA,NA,NA,NA
499_2019-2020,offer_institutions,4675,NA,NA,NA,NA
500_2019-2020,offer_institutions,4675,NA,NA,NA,NA
501_2019-2020,offer_institutions,4675,NA,NA,NA,NA
502_2019-2020,offer_institutions,4675,NA,NA,NA,NA
503_2019-2020,offer_institutions,4675,NA,NA,NA,NA
504_2019-2020,offer_institutions,4675,NA,NA,NA,NA
505_2019-2020,offer_institutions,4675,NA,NA,NA,NA
506_2019-2020,offer_institutions,4675,NA,NA,NA,NA
507_2019-2020,offer_institutions,4675,NA,NA,NA,NA
508_2019-2020,offer_institutions,4675,NA,NA,NA,NA
509_2019-2020,offer_institutions,4675,NA,NA,NA,NA
510_2019-2020,offer_institutions,4675,NA,NA,NA,NA
511_2019-2020,offer_institutions,4675,NA,NA,NA,NA
512_2019-2020,offer_institutions,4675,NA,NA,NA,NA
513_2019-2020,offer_institutions,4675,NA,NA,NA,NA
514_2019-2020,offer_institutions,4675,NA,NA,NA,NA
515_2019-2020,offer_institutions,4675,NA,NA,NA,NA
516_2019-2020,offer_institutions,4675,NA,NA,NA,NA
517_2019-2020,offer_institutions,4675,NA,NA,NA,NA
518_2019-2020,offer_institutions,4675,NA,NA,NA,NA
519_2019-2020,offer_institutions,4675,NA,NA,NA,NA
520_2019-2020,offer_institutions,4495,NA,PUI,Canada,NA
521_2019-2020,offer_institutions,1312,Southeast,PUI,USA,US college or university
522_2019-2020,offer_institutions,4675,NA,NA,NA,NA
523_2019-2020,offer_institutions,4675,NA,NA,NA,NA
524_2019-2020,offer_institutions,4675,NA,NA,NA,NA
525_2019-2020,offer_institutions,2479,Midwest,PUI,USA,US college or university
526_2019-2020,offer_institutions,3913,Southeast,RI,USA,US college or university
527_2019-2020,offer_institutions,2597,Pacific,RI,USA,US college or university
528_2019-2020,offer_institutions,4675,NA,NA,NA,NA
529_2019-2020,offer_institutions,4675,NA,NA,NA,NA
530_2019-2020,offer_institutions,4675,NA,NA,NA,NA
531_2019-2020,offer_institutions,4675,NA,NA,NA,NA
532_2019-2020,offer_institutions,4675,NA,NA,NA,NA
533_2019-2020,offer_institutions,4675,NA,NA,NA,NA
534_2019-2020,offer_institutions,4675,NA,NA,NA,NA
535_2019-2020,offer_institutions,4675,NA,NA,NA,NA
536_2019-2020,offer_institutions,4675,NA,NA,NA,NA
537_2019-2020,offer_institutions,4675,NA,NA,NA,NA
538_2019-2020,offer_institutions,3694,Pacific,RI,USA,US college or university
539_2019-2020,offer_institutions,0,NA,NA,NA,NA
540_2019-2020,offer_institutions,4675,NA,NA,NA,NA
541_2019-2020,offer_institutions,4675,NA,NA,NA,NA
542_2019-2020,offer_institutions,4675,NA,NA,NA,NA
543_2019-2020,offer_institutions,4675,NA,NA,NA,NA
544_2019-2020,offer_institutions,0,NA,NA,NA,NA
545_2019-2020,offer_institutions,4675,NA,NA,NA,NA
546_2019-2020,offer_institutions,4675,NA,NA,NA,NA
547_2019-2020,offer_institutions,4675,NA,NA,NA,NA
548_2019-2020,offer_institutions,4675,NA,NA,NA,NA
549_2019-2020,offer_institutions,4675,NA,NA,NA,NA
550_2019-2020,offer_institutions,4675,NA,NA,NA,NA
551_2019-2020,offer_institutions,4675,NA,NA,NA,NA
552_2019-2020,offer_institutions,782,Southeast,RI,USA,US college or university
553_2019-2020,offer_institutions,4675,NA,NA,NA,NA
554_2019-2020,offer_institutions,4675,NA,NA,NA,NA
555_2019-2020,offer_institutions,4675,NA,NA,NA,NA
556_2019-2020,offer_institutions,0,NA,NA,NA,NA
557_2019-2020,offer_institutions,4675,NA,NA,NA,NA
558_2019-2020,offer_institutions,4675,NA,NA,NA,NA
559_2019-2020,offer_institutions,4675,NA,NA,NA,NA
560_2019-2020,offer_institutions,0,NA,NA,NA,NA
561_2019-2020,offer_institutions,4675,NA,NA,NA,NA
562_2019-2020,offer_institutions,4675,NA,NA,NA,NA
563_2019-2020,offer_institutions,1138,Southeast,RI,USA,US college or university
564_2019-2020,offer_institutions,0,NA,NA,NA,NA
565_2019-2020,offer_institutions,4675,NA,NA,NA,NA
566_2019-2020,offer_institutions,4675,NA,NA,NA,NA
567_2019-2020,offer_institutions,4675,NA,NA,NA,NA
568_2019-2020,offer_institutions,4675,NA,NA,NA,NA
569_2019-2020,offer_institutions,4675,NA,NA,NA,NA
570_2019-2020,offer_institutions,4675,NA,NA,NA,NA
571_2019-2020,offer_institutions,3493,Northeast,PUI,USA,US college or university
572_2019-2020,offer_institutions,0,NA,NA,NA,NA
573_2019-2020,offer_institutions,4675,NA,NA,NA,NA
574_2019-2020,offer_institutions,4675,NA,NA,NA,NA
575_2019-2020,offer_institutions,4675,NA,NA,NA,NA
576_2019-2020,offer_institutions,4675,NA,NA,NA,NA
577_2019-2020,offer_institutions,4675,NA,NA,NA,NA
578_2019-2020,offer_institutions,4675,NA,NA,NA,NA
579_2019-2020,offer_institutions,4675,NA,NA,NA,NA
580_2019-2020,offer_institutions,3900,Southeast,RI,USA,US college or university
581_2019-2020,offer_institutions,4675,NA,NA,NA,NA
582_2019-2020,offer_institutions,1350,Southeast,PUI,USA,US college or university
583_2019-2020,offer_institutions,4675,NA,NA,NA,NA
584_2019-2020,offer_institutions,4675,NA,NA,NA,NA
585_2019-2020,offer_institutions,3773,Midwest,RI,USA,US college or university
586_2019-2020,offer_institutions,4675,NA,NA,NA,NA
587_2019-2020,offer_institutions,4675,NA,NA,NA,NA
588_2019-2020,offer_institutions,4675,NA,NA,NA,NA
589_2019-2020,offer_institutions,3763,Southeast,RI,USA,US college or university
590_2019-2020,offer_institutions,4675,NA,NA,NA,NA
591_2019-2020,offer_institutions,4675,NA,NA,NA,NA
592_2019-2020,offer_institutions,3535,Southwest,RI,USA,US college or university
593_2019-2020,offer_institutions,4675,NA,NA,NA,NA
594_2019-2020,offer_institutions,2479,Midwest,PUI,USA,US college or university
595_2019-2020,offer_institutions,4675,NA,NA,NA,NA
596_2019-2020,offer_institutions,0,NA,NA,NA,NA
597_2019-2020,offer_institutions,4675,NA,NA,NA,NA
598_2019-2020,offer_institutions,4445,NA,RI,Canada,NA
599_2019-2020,offer_institutions,4675,NA,NA,NA,NA
600_2019-2020,offer_institutions,4675,NA,NA,NA,NA
601_2019-2020,offer_institutions,4675,NA,NA,NA,NA
602_2019-2020,offer_institutions,0,NA,NA,NA,NA
603_2019-2020,offer_institutions,4675,NA,NA,NA,NA
604_2019-2020,offer_institutions,4675,NA,NA,NA,NA
605_2019-2020,offer_institutions,4675,NA,NA,NA,NA
606_2019-2020,offer_institutions,4675,NA,NA,NA,NA
607_2019-2020,offer_institutions,4675,NA,NA,NA,NA
608_2019-2020,offer_institutions,4675,NA,NA,NA,NA
609_2019-2020,offer_institutions,4675,NA,NA,NA,NA
610_2019-2020,offer_institutions,4675,NA,NA,NA,NA
611_2019-2020,offer_institutions,4675,NA,NA,NA,NA
612_2019-2020,offer_institutions,4675,NA,NA,NA,NA
613_2019-2020,offer_institutions,4675,NA,NA,NA,NA
614_2019-2020,offer_institutions,4675,NA,NA,NA,NA
615_2019-2020,offer_institutions,4675,NA,NA,NA,NA
616_2019-2020,offer_institutions,4675,NA,NA,NA,NA
617_2019-2020,offer_institutions,4675,NA,NA,NA,NA
618_2019-2020,offer_institutions,4675,NA,NA,NA,NA
619_2019-2020,offer_institutions,0,NA,NA,NA,NA
620_2019-2020,offer_institutions,4675,NA,NA,NA,NA
621_2019-2020,offer_institutions,4675,NA,NA,NA,NA
622_2019-2020,offer_institutions,4675,NA,NA,NA,NA
623_2019-2020,offer_institutions,4675,NA,NA,NA,NA
624_2019-2020,offer_institutions,4675,NA,NA,NA,NA
625_2019-2020,offer_institutions,3767,Northeast,RI,USA,US college or university
626_2019-2020,offer_institutions,4675,NA,NA,NA,NA
627_2019-2020,offer_institutions,4675,NA,NA,NA,NA
628_2019-2020,offer_institutions,4675,NA,NA,NA,NA
629_2019-2020,offer_institutions,3956,Midwest,PUI,USA,US college or university
630_2019-2020,offer_institutions,542,Pacific,PUI,USA,US college or university
631_2019-2020,offer_institutions,4675,NA,NA,NA,NA
632_2019-2020,offer_institutions,3740,Midwest,RI,USA,US college or university
633_2019-2020,offer_institutions,3522,Southeast,PUI,USA,US college or university
634_2019-2020,offer_institutions,4675,NA,NA,NA,NA
635_2019-2020,offer_institutions,4675,NA,NA,NA,NA
636_2019-2020,offer_institutions,2965,Northeast,RI,USA,US college or university
637_2019-2020,offer_institutions,0,NA,NA,NA,NA
638_2019-2020,offer_institutions,4675,NA,NA,NA,NA
639_2019-2020,offer_institutions,4675,NA,NA,NA,NA
640_2019-2020,offer_institutions,4675,NA,NA,NA,NA
641_2019-2020,offer_institutions,4675,NA,NA,NA,NA
642_2019-2020,offer_institutions,4675,NA,NA,NA,NA
643_2019-2020,offer_institutions,4675,NA,NA,NA,NA
644_2019-2020,offer_institutions,4675,NA,NA,NA,NA
645_2019-2020,offer_institutions,4675,NA,NA,NA,NA
646_2019-2020,offer_institutions,2965,Northeast,RI,USA,US college or university
648_2019-2020,offer_institutions,3782,Midwest,RI,USA,US college or university
649_2019-2020,offer_institutions,4675,NA,NA,NA,NA
650_2019-2020,offer_institutions,4675,NA,NA,NA,NA
651_2019-2020,offer_institutions,4414,NA,RI,Canada,NA
652_2019-2020,offer_institutions,0,NA,NA,NA,NA
653_2019-2020,offer_institutions,4675,NA,NA,NA,NA
654_2019-2020,offer_institutions,4675,NA,NA,NA,NA
655_2019-2020,offer_institutions,4675,NA,NA,NA,NA
656_2019-2020,offer_institutions,4675,NA,NA,NA,NA
657_2019-2020,offer_institutions,2032,Midwest,RI,USA,US college or university
658_2019-2020,offer_institutions,4675,NA,NA,NA,NA
659_2019-2020,offer_institutions,4675,NA,NA,NA,NA
660_2019-2020,offer_institutions,4675,NA,NA,NA,NA
661_2019-2020,offer_institutions,4675,NA,NA,NA,NA
662_2019-2020,offer_institutions,425,Northeast,PUI,USA,US college or university
663_2019-2020,offer_institutions,1304,Southeast,RI,USA,US college or university
664_2019-2020,offer_institutions,4675,NA,NA,NA,NA
665_2019-2020,offer_institutions,3696,Pacific,RI,USA,US college or university
666_2019-2020,offer_institutions,4675,NA,NA,NA,NA
667_2019-2020,offer_institutions,4675,NA,NA,NA,NA
668_2019-2020,offer_institutions,4675,NA,NA,NA,NA
669_2019-2020,offer_institutions,4675,NA,NA,NA,NA
670_2019-2020,offer_institutions,4675,NA,NA,NA,NA
671_2019-2020,offer_institutions,3951,Midwest,RI,USA,US college or university
672_2019-2020,offer_institutions,2167,Midwest,PUI,USA,US college or university
673_2019-2020,offer_institutions,4675,NA,NA,NA,NA
674_2019-2020,offer_institutions,4675,NA,NA,NA,NA
675_2019-2020,offer_institutions,4675,NA,NA,NA,NA
676_2019-2020,offer_institutions,4351,NA,NA,USA,private research institute
677_2019-2020,offer_institutions,3808,Southeast,RI,USA,US college or university
678_2019-2020,offer_institutions,4675,NA,NA,NA,NA
679_2019-2020,offer_institutions,4675,NA,NA,NA,NA
680_2019-2020,offer_institutions,4675,NA,NA,NA,NA
681_2019-2020,offer_institutions,1941,Pacific,RI,USA,US college or university
682_2019-2020,offer_institutions,4675,NA,NA,NA,NA
683_2019-2020,offer_institutions,51,Northeast,PUI,USA,US college or university
684_2019-2020,offer_institutions,157,Southeast,PUI,USA,US college or university
685_2019-2020,offer_institutions,4675,NA,NA,NA,NA
686_2019-2020,offer_institutions,4675,NA,NA,NA,NA
687_2019-2020,offer_institutions,4675,NA,NA,NA,NA
688_2019-2020,offer_institutions,4675,NA,NA,NA,NA
689_2019-2020,offer_institutions,4675,NA,NA,NA,NA
690_2019-2020,offer_institutions,4675,NA,NA,NA,NA
691_2019-2020,offer_institutions,4675,NA,NA,NA,NA
692_2019-2020,offer_institutions,4675,NA,NA,NA,NA
693_2019-2020,offer_institutions,4675,NA,NA,NA,NA
694_2019-2020,offer_institutions,410,Midwest,RI,USA,US college or university
695_2019-2020,offer_institutions,4675,NA,NA,NA,NA
696_2019-2020,offer_institutions,3884,Northeast,RI,USA,US college or university
697_2019-2020,offer_institutions,2776,Pacific,PUI,USA,US college or university
698_2019-2020,offer_institutions,4675,NA,NA,NA,NA
699_2019-2020,offer_institutions,4675,NA,NA,NA,NA
700_2019-2020,offer_institutions,4675,NA,NA,NA,NA
701_2019-2020,offer_institutions,3346,Northeast,RI,USA,US college or university
702_2019-2020,offer_institutions,0,NA,NA,NA,NA
703_2019-2020,offer_institutions,4379,NA,NA,European,private research institute
704_2019-2020,offer_institutions,4675,NA,NA,NA,NA
705_2019-2020,offer_institutions,3011,Midwest,PUI,USA,US college or university
706_2019-2020,offer_institutions,4675,NA,NA,NA,NA
707_2019-2020,offer_institutions,4675,NA,NA,NA,NA
708_2019-2020,offer_institutions,4675,NA,NA,NA,NA
710_2019-2020,offer_institutions,4675,NA,NA,NA,NA
711_2019-2020,offer_institutions,4675,NA,NA,NA,NA
712_2019-2020,offer_institutions,4675,NA,NA,NA,NA
713_2019-2020,offer_institutions,0,NA,NA,NA,NA
714_2019-2020,offer_institutions,4675,NA,NA,NA,NA
715_2019-2020,offer_institutions,4675,NA,NA,NA,NA
716_2019-2020,offer_institutions,4675,NA,NA,NA,NA
717_2019-2020,offer_institutions,3900,Southeast,RI,USA,US college or university
718_2019-2020,offer_institutions,4675,NA,NA,NA,NA
719_2019-2020,offer_institutions,4675,NA,NA,NA,NA
720_2019-2020,offer_institutions,4675,NA,NA,NA,NA
721_2019-2020,offer_institutions,4675,NA,NA,NA,NA
722_2019-2020,offer_institutions,4675,NA,NA,NA,NA
723_2019-2020,offer_institutions,4675,NA,NA,NA,NA
724_2019-2020,offer_institutions,4675,NA,NA,NA,NA
725_2019-2020,offer_institutions,4675,NA,NA,NA,NA
726_2019-2020,offer_institutions,4675,NA,NA,NA,NA
727_2019-2020,offer_institutions,4328,NA,PUI,Western Pacific,NA
728_2019-2020,offer_institutions,4675,NA,NA,NA,NA
729_2019-2020,offer_institutions,3780,Midwest,RI,USA,US college or university
730_2019-2020,offer_institutions,1518,Northeast,RI,USA,US college or university
731_2019-2020,offer_institutions,4675,NA,NA,NA,NA
732_2019-2020,offer_institutions,4675,NA,NA,NA,NA
733_2019-2020,offer_institutions,4675,NA,NA,NA,NA
734_2019-2020,offer_institutions,0,NA,NA,NA,NA
735_2019-2020,offer_institutions,0,NA,NA,NA,NA
736_2019-2020,offer_institutions,4675,NA,NA,NA,NA
737_2019-2020,offer_institutions,4675,NA,NA,NA,NA
738_2019-2020,offer_institutions,4675,NA,NA,NA,NA
739_2019-2020,offer_institutions,4675,NA,NA,NA,NA
740_2019-2020,offer_institutions,4675,NA,NA,NA,NA
741_2019-2020,offer_institutions,4675,NA,NA,NA,NA
742_2019-2020,offer_institutions,0,NA,NA,NA,NA
743_2019-2020,offer_institutions,4675,NA,NA,NA,NA
744_2019-2020,offer_institutions,0,NA,NA,NA,NA
745_2019-2020,offer_institutions,0,NA,NA,NA,NA
746_2019-2020,offer_institutions,46,Midwest,PUI,USA,US college or university
747_2019-2020,offer_institutions,0,NA,NA,NA,NA
748_2019-2020,offer_institutions,4675,NA,NA,NA,NA
749_2019-2020,offer_institutions,4675,NA,NA,NA,NA
750_2019-2020,offer_institutions,4675,NA,NA,NA,NA
751_2019-2020,offer_institutions,4675,NA,NA,NA,NA
752_2019-2020,offer_institutions,4675,NA,NA,NA,NA
753_2019-2020,offer_institutions,4675,NA,NA,NA,NA
754_2019-2020,offer_institutions,4675,NA,NA,NA,NA
755_2019-2020,offer_institutions,4675,NA,NA,NA,NA
756_2019-2020,offer_institutions,195,Southwest,RI,USA,US college or university
757_2019-2020,offer_institutions,4675,NA,NA,NA,NA
758_2019-2020,offer_institutions,4675,NA,NA,NA,NA
759_2019-2020,offer_institutions,3290,Midwest,PUI,USA,US college or university
760_2019-2020,offer_institutions,4675,NA,NA,NA,NA
761_2019-2020,offer_institutions,4675,NA,NA,NA,NA
762_2019-2020,offer_institutions,4675,NA,NA,NA,NA
763_2019-2020,offer_institutions,3712,Rocky Mountains,RI,USA,US college or university
764_2019-2020,offer_institutions,4675,NA,NA,NA,NA
765_2019-2020,offer_institutions,4675,NA,NA,NA,NA
766_2019-2020,offer_institutions,4675,NA,NA,NA,NA
767_2019-2020,offer_institutions,0,NA,NA,NA,NA
768_2019-2020,offer_institutions,4675,NA,NA,NA,NA
769_2019-2020,offer_institutions,4675,NA,NA,NA,NA
770_2019-2020,offer_institutions,3217,Midwest,RI,USA,US college or university
771_2019-2020,offer_institutions,4675,NA,NA,NA,NA
772_2019-2020,offer_institutions,4675,NA,NA,NA,NA
773_2019-2020,offer_institutions,0,NA,NA,NA,NA
774_2019-2020,offer_institutions,3722,Southeast,RI,USA,US college or university
776_2019-2020,offer_institutions,134,Southwest,PUI,USA,US college or university
777_2019-2020,offer_institutions,1213,Southeast,RI,USA,US college or university
778_2019-2020,offer_institutions,4675,NA,NA,NA,NA
779_2019-2020,offer_institutions,4675,NA,NA,NA,NA
780_2019-2020,offer_institutions,4675,NA,NA,NA,NA
781_2019-2020,offer_institutions,4675,NA,NA,NA,NA
782_2019-2020,offer_institutions,3693,Pacific,RI,USA,US college or university
783_2019-2020,offer_institutions,4675,NA,NA,NA,NA
784_2019-2020,offer_institutions,4675,NA,NA,NA,NA
785_2019-2020,offer_institutions,0,NA,NA,NA,NA
786_2019-2020,offer_institutions,3690,Pacific,RI,USA,US college or university
787_2019-2020,offer_institutions,0,NA,NA,NA,NA
788_2019-2020,offer_institutions,4675,NA,NA,NA,NA
789_2019-2020,offer_institutions,4675,NA,NA,NA,NA
790_2019-2020,offer_institutions,4675,NA,NA,NA,NA
791_2019-2020,offer_institutions,4675,NA,NA,NA,NA
792_2019-2020,offer_institutions,4675,NA,NA,NA,NA
793_2019-2020,offer_institutions,4675,NA,NA,NA,NA
794_2019-2020,offer_institutions,4675,NA,NA,NA,NA
795_2019-2020,offer_institutions,4675,NA,NA,NA,NA
796_2019-2020,offer_institutions,4675,NA,NA,NA,NA
797_2019-2020,offer_institutions,4675,NA,NA,NA,NA
798_2019-2020,offer_institutions,4675,NA,NA,NA,NA
799_2019-2020,offer_institutions,4675,NA,NA,NA,NA
800_2019-2020,offer_institutions,0,NA,NA,NA,NA
801_2019-2020,offer_institutions,4675,NA,NA,NA,NA
802_2019-2020,offer_institutions,2965,Northeast,RI,USA,US college or university
803_2019-2020,offer_institutions,3722,Southeast,RI,USA,US college or university
804_2019-2020,offer_institutions,4341,NA,NA,European,private research institute
805_2019-2020,offer_institutions,4675,NA,NA,NA,NA
806_2019-2020,offer_institutions,3517,Southeast,RI,USA,US college or university
807_2019-2020,offer_institutions,4397,NA,NA,USA,private research institute
808_2019-2020,offer_institutions,4675,NA,NA,NA,NA
809_2019-2020,offer_institutions,4675,NA,NA,NA,NA
810_2019-2020,offer_institutions,4675,NA,NA,NA,NA
811_2019-2020,offer_institutions,4675,NA,NA,NA,NA
812_2019-2020,offer_institutions,4675,NA,NA,NA,NA
813_2019-2020,offer_institutions,4675,NA,NA,NA,NA
814_2019-2020,offer_institutions,4675,NA,NA,NA,NA
815_2019-2020,offer_institutions,4675,NA,NA,NA,NA
816_2019-2020,offer_institutions,3321,Pacific,RI,USA,US college or university
817_2019-2020,offer_institutions,4675,NA,NA,NA,NA
818_2019-2020,offer_institutions,4675,NA,NA,NA,NA
819_2019-2020,offer_institutions,4675,NA,NA,NA,NA
821_2019-2020,offer_institutions,4675,NA,NA,NA,NA
822_2019-2020,offer_institutions,4675,NA,NA,NA,NA
823_2019-2020,offer_institutions,4675,NA,NA,NA,NA
824_2019-2020,offer_institutions,4675,NA,NA,NA,NA
825_2019-2020,offer_institutions,4675,NA,NA,NA,NA
826_2019-2020,offer_institutions,4675,NA,NA,NA,NA
827_2019-2020,offer_institutions,4675,NA,NA,NA,NA
828_2019-2020,offer_institutions,4675,NA,NA,NA,NA
829_2019-2020,offer_institutions,4675,NA,NA,NA,NA
830_2019-2020,offer_institutions,4675,NA,NA,NA,NA
831_2019-2020,offer_institutions,4675,NA,NA,NA,NA
832_2019-2020,offer_institutions,4675,NA,NA,NA,NA
833_2019-2020,offer_institutions,4675,NA,NA,NA,NA
834_2019-2020,offer_institutions,4675,NA,NA,NA,NA
1_2020-2021,offer_institutions,4675,NA,NA,NA,NA
2_2020-2021,offer_institutions,2555,Midwest,RI,USA,US college or university
3_2020-2021,offer_institutions,4675,NA,NA,NA,NA
4_2020-2021,offer_institutions,2599,Pacific,RI,USA,US college or university
5_2020-2021,offer_institutions,3696,Pacific,RI,USA,US college or university
6_2020-2021,offer_institutions,4675,NA,NA,NA,NA
7_2020-2021,offer_institutions,4675,NA,NA,NA,NA
8_2020-2021,offer_institutions,4675,NA,NA,NA,NA
9_2020-2021,offer_institutions,1655,Midwest,RI,USA,US college or university
10_2020-2021,offer_institutions,4675,NA,NA,NA,NA
11_2020-2021,offer_institutions,4120,Northeast,PUI,USA,US college or university
12_2020-2021,offer_institutions,4675,NA,NA,NA,NA
13_2020-2021,offer_institutions,3867,Northeast,RI,USA,US college or university
14_2020-2021,offer_institutions,0,NA,NA,NA,NA
15_2020-2021,offer_institutions,4675,NA,NA,NA,NA
16_2020-2021,offer_institutions,4449,NA,RI,European,NA
17_2020-2021,offer_institutions,0,NA,NA,NA,NA
19_2020-2021,offer_institutions,3405,Northeast,RI,USA,US college or university
20_2020-2021,offer_institutions,0,NA,NA,NA,NA
21_2020-2021,offer_institutions,4675,NA,NA,NA,NA
22_2020-2021,offer_institutions,1304,Southeast,RI,USA,US college or university
23_2020-2021,offer_institutions,2928,Midwest,PUI,USA,US college or university
24_2020-2021,offer_institutions,4675,NA,NA,NA,NA
25_2020-2021,offer_institutions,4675,NA,NA,NA,NA
26_2020-2021,offer_institutions,3321,Pacific,RI,USA,US college or university
27_2020-2021,offer_institutions,2680,Northeast,RI,USA,US college or university
28_2020-2021,offer_institutions,4675,NA,NA,NA,NA
30_2020-2021,offer_institutions,3744,Midwest,RI,USA,US college or university
31_2020-2021,offer_institutions,4675,NA,NA,NA,NA
32_2020-2021,offer_institutions,4675,NA,NA,NA,NA
33_2020-2021,offer_institutions,4675,NA,NA,NA,NA
34_2020-2021,offer_institutions,4675,NA,NA,NA,NA
35_2020-2021,offer_institutions,4675,NA,NA,NA,NA
