id,inst_type,inst_id,US_region,PUI_RI,world_region,Other_inst_type
315_2021-2022,offer_institutions,4675,NA,NA,NA,NA
316_2021-2022,offer_institutions,3675,Southwest,RI,USA,US college or university
317_2021-2022,offer_institutions,4536,NA,RI,USA,teaching hospital
318_2021-2022,offer_institutions,3709,Midwest,RI,USA,US college or university
319_2021-2022,offer_institutions,4675,NA,NA,NA,NA
320_2021-2022,offer_institutions,3984,Southeast,RI,USA,US college or university
321_2021-2022,offer_institutions,4675,NA,NA,NA,NA
322_2021-2022,offer_institutions,4675,NA,NA,NA,NA
323_2021-2022,offer_institutions,1213,Southeast,RI,USA,US college or university
324_2021-2022,offer_institutions,4675,NA,NA,NA,NA
325_2021-2022,offer_institutions,4675,NA,NA,NA,NA
326_2021-2022,offer_institutions,4675,NA,NA,NA,NA
327_2021-2022,offer_institutions,4675,NA,NA,NA,NA
328_2021-2022,offer_institutions,4675,NA,NA,NA,NA
329_2021-2022,offer_institutions,1830,Northeast,PUI,USA,US college or university
330_2021-2022,offer_institutions,4675,NA,NA,NA,NA
331_2021-2022,offer_institutions,4675,NA,NA,NA,NA
332_2021-2022,offer_institutions,3764,Southeast,RI,USA,US college or university
333_2021-2022,offer_institutions,1294,Southeast,RI,USA,US college or university
334_2021-2022,offer_institutions,4529,NA,RI,Canada,NA
335_2021-2022,offer_institutions,4675,NA,NA,NA,NA
336_2021-2022,offer_institutions,4092,Midwest,RI,USA,US college or university
337_2021-2022,offer_institutions,4675,NA,NA,NA,NA
338_2021-2022,offer_institutions,4675,NA,NA,NA,NA
339_2021-2022,offer_institutions,4675,NA,NA,NA,NA
340_2021-2022,offer_institutions,4675,NA,NA,NA,NA
341_2021-2022,offer_institutions,4537,NA,PUI,Canada,NA
342_2021-2022,offer_institutions,4675,NA,NA,NA,NA
343_2021-2022,offer_institutions,4675,NA,NA,NA,NA
344_2021-2022,offer_institutions,4675,NA,NA,NA,NA
345_2021-2022,offer_institutions,4675,NA,NA,NA,NA
346_2021-2022,offer_institutions,4675,NA,NA,NA,NA
347_2021-2022,offer_institutions,2137,Midwest,RI,USA,US college or university
348_2021-2022,offer_institutions,2277,Northeast,PUI,USA,US college or university
349_2021-2022,offer_institutions,4470,NA,RI,Canada,NA
350_2021-2022,offer_institutions,4675,NA,NA,NA,NA
351_2021-2022,offer_institutions,4675,NA,NA,NA,NA
352_2021-2022,offer_institutions,4675,NA,NA,NA,NA
353_2021-2022,offer_institutions,4675,NA,NA,NA,NA
354_2021-2022,offer_institutions,4675,NA,NA,NA,NA
355_2021-2022,offer_institutions,4675,NA,NA,NA,NA
19_2019-2020,offer_institutions,3699,Pacific,RI,USA,US college or university
45_2019-2020,offer_institutions,3713,Northeast,RI,USA,US college or university
54_2019-2020,offer_institutions,3706,Midwest,RI,USA,US college or university
55_2019-2020,offer_institutions,3934,Midwest,RI,USA,US college or university
58_2019-2020,offer_institutions,3781,Southeast,RI,USA,US college or university
59_2019-2020,offer_institutions,0,NA,NA,NA,NA
85_2019-2020,offer_institutions,1402,Southeast,RI,USA,US college or university
86_2019-2020,offer_institutions,548,Pacific,PUI,USA,US college or university
92_2019-2020,offer_institutions,3740,Midwest,RI,USA,US college or university
111_2019-2020,offer_institutions,47,Northeast,PUI,USA,US college or university
116_2019-2020,offer_institutions,4331,NA,NA,USA,private research institute
130_2019-2020,offer_institutions,3285,Northeast,PUI,USA,US college or university
134_2019-2020,offer_institutions,477,Northeast,RI,USA,US college or university
153_2019-2020,offer_institutions,4502,NA,RI,Canada,NA
160_2019-2020,offer_institutions,4234,Midwest,PUI,USA,US college or university
163_2019-2020,offer_institutions,3694,Pacific,RI,USA,US college or university
164_2019-2020,offer_institutions,2476,Southeast,PUI,USA,US college or university
182_2019-2020,offer_institutions,3709,Midwest,RI,USA,US college or university
194_2019-2020,offer_institutions,3951,Midwest,RI,USA,US college or university
196_2019-2020,offer_institutions,3285,Northeast,PUI,USA,US college or university
197_2019-2020,offer_institutions,3745,Southeast,RI,USA,US college or university
219_2019-2020,offer_institutions,3535,Southwest,RI,USA,US college or university
234_2019-2020,offer_institutions,3941,Pacific,RI,USA,US college or university
275_2019-2020,offer_institutions,3824,Midwest,RI,USA,US college or university
278_2019-2020,offer_institutions,1970,Southeast,PUI,USA,US college or university
279_2019-2020,offer_institutions,2687,Northeast,PUI,USA,US college or university
307_2019-2020,offer_institutions,3936,Rocky Mountains,RI,USA,US college or university
318_2019-2020,offer_institutions,3767,Northeast,RI,USA,US college or university
340_2019-2020,offer_institutions,3780,Midwest,RI,USA,US college or university
431_2019-2020,offer_institutions,1407,Southeast,PUI,USA,US college or university
440_2019-2020,offer_institutions,997,Northeast,PUI,USA,US college or university
521_2019-2020,offer_institutions,4228,Southeast,PUI,USA,US college or university
527_2019-2020,offer_institutions,3712,Rocky Mountains,RI,USA,US college or university
552_2019-2020,offer_institutions,3770,Northeast,RI,USA,US college or university
571_2019-2020,offer_institutions,3962,Rocky Mountains,RI,USA,US college or university
585_2019-2020,offer_institutions,1410,Southeast,RI,USA,US college or university
592_2019-2020,offer_institutions,2555,Midwest,RI,USA,US college or university
619_2019-2020,offer_institutions,0,NA,NA,NA,NA
632_2019-2020,offer_institutions,2826,Midwest,RI,USA,US college or university
646_2019-2020,offer_institutions,0,NA,NA,NA,NA
648_2019-2020,offer_institutions,1304,Southeast,RI,USA,US college or university
657_2019-2020,offer_institutions,3532,Southwest,RI,USA,US college or university
671_2019-2020,offer_institutions,3527,Southwest,RI,USA,US college or university
677_2019-2020,offer_institutions,504,Northeast,PUI,USA,US college or university
705_2019-2020,offer_institutions,4199,Northeast,RI,USA,US college or university
730_2019-2020,offer_institutions,3698,Pacific,RI,USA,US college or university
774_2019-2020,offer_institutions,4091,Pacific,RI,USA,US college or university
776_2019-2020,offer_institutions,4319,NA,RI,European,NA
777_2019-2020,offer_institutions,3713,Northeast,RI,USA,US college or university
782_2019-2020,offer_institutions,3773,Midwest,RI,USA,US college or university
816_2019-2020,offer_institutions,0,NA,NA,NA,NA
2_2020-2021,offer_institutions,3791,Midwest,RI,USA,US college or university
9_2020-2021,offer_institutions,3826,Southwest,RI,USA,US college or university
19_2020-2021,offer_institutions,3526,Southwest,RI,USA,US college or university
26_2020-2021,offer_institutions,1117,Southeast,RI,USA,US college or university
27_2020-2021,offer_institutions,3791,Midwest,RI,USA,US college or university
38_2020-2021,offer_institutions,3984,Southeast,RI,USA,US college or university
51_2020-2021,offer_institutions,3987,Northeast,PUI,USA,US college or university
62_2020-2021,offer_institutions,3768,Northeast,RI,USA,US college or university
66_2020-2021,offer_institutions,3782,Midwest,RI,USA,US college or university
69_2020-2021,offer_institutions,3223,Pacific,PUI,USA,US college or university
76_2020-2021,offer_institutions,4600,NA,RI,European,NA
90_2020-2021,offer_institutions,3713,Northeast,RI,USA,US college or university
93_2020-2021,offer_institutions,3678,Southeast,RI,USA,US college or university
95_2020-2021,offer_institutions,2980,Northeast,PUI,USA,US college or university
114_2020-2021,offer_institutions,1416,Southeast,RI,USA,US college or university
123_2020-2021,offer_institutions,3436,Southwest,RI,USA,US college or university
3_2021-2022,offer_institutions,3694,Pacific,RI,USA,US college or university
10_2021-2022,offer_institutions,3672,Noncontiguous,RI,USA,US college or university
12_2021-2022,offer_institutions,3669,Southeast,RI,USA,US college or university
25_2021-2022,offer_institutions,0,NA,NA,NA,NA
27_2021-2022,offer_institutions,809,Northeast,PUI,USA,US college or university
41_2021-2022,offer_institutions,2826,Midwest,RI,USA,US college or university
42_2021-2022,offer_institutions,3910,Pacific,RI,USA,US college or university
44_2021-2022,offer_institutions,4380,NA,RI,Canada,NA
46_2021-2022,offer_institutions,895,Northeast,RI,USA,US college or university
68_2021-2022,offer_institutions,3941,Pacific,RI,USA,US college or university
75_2021-2022,offer_institutions,0,NA,NA,NA,NA
99_2021-2022,offer_institutions,3919,Southwest,RI,USA,US college or university
102_2021-2022,offer_institutions,1969,Southeast,RI,USA,US college or university
103_2021-2022,offer_institutions,2555,Midwest,RI,USA,US college or university
126_2021-2022,offer_institutions,4356,NA,NA,USA,private research institute
138_2021-2022,offer_institutions,3712,Rocky Mountains,RI,USA,US college or university
145_2021-2022,offer_institutions,1650,Midwest,RI,USA,US college or university
155_2021-2022,offer_institutions,3697,Pacific,RI,USA,US college or university
159_2021-2022,offer_institutions,1025,Northeast,RI,USA,US college or university
166_2021-2022,offer_institutions,3311,Southeast,PUI,USA,US college or university
166_2021-2022,offer_institutions,3312,Southwest,PUI,USA,US college or university
175_2021-2022,offer_institutions,4607,NA,RI,European,NA
200_2021-2022,offer_institutions,2223,Midwest,PUI,USA,US college or university
208_2021-2022,offer_institutions,3817,Southwest,RI,USA,US college or university
209_2021-2022,offer_institutions,3706,Midwest,RI,USA,US college or university
211_2021-2022,offer_institutions,3698,Pacific,RI,USA,US college or university
220_2021-2022,offer_institutions,3809,Southeast,RI,USA,US college or university
228_2021-2022,offer_institutions,236,Southeast,RI,USA,US college or university
230_2021-2022,offer_institutions,2826,Midwest,RI,USA,US college or university
242_2021-2022,offer_institutions,3529,Southwest,RI,USA,US college or university
256_2021-2022,offer_institutions,3700,Pacific,RI,USA,US college or university
271_2021-2022,offer_institutions,2409,Northeast,RI,USA,US college or university
274_2021-2022,offer_institutions,2898,Southwest,RI,USA,US college or university
281_2021-2022,offer_institutions,3887,Northeast,RI,USA,US college or university
316_2021-2022,offer_institutions,2599,Pacific,RI,USA,US college or university
317_2021-2022,offer_institutions,4258,Northeast,RI,USA,US college or university
318_2021-2022,offer_institutions,3694,Pacific,RI,USA,US college or university
336_2021-2022,offer_institutions,3780,Midwest,RI,USA,US college or university
19_2019-2020,offer_institutions,3936,Rocky Mountains,RI,USA,US college or university
45_2019-2020,offer_institutions,3938,Northeast,RI,USA,US college or university
54_2019-2020,offer_institutions,3941,Pacific,RI,USA,US college or university
85_2019-2020,offer_institutions,3436,Southwest,RI,USA,US college or university
86_2019-2020,offer_institutions,3770,Northeast,RI,USA,US college or university
130_2019-2020,offer_institutions,2946,Midwest,PUI,USA,US college or university
134_2019-2020,offer_institutions,328,Northeast,PUI,USA,US college or university
153_2019-2020,offer_institutions,958,Northeast,RI,USA,US college or university
163_2019-2020,offer_institutions,895,Northeast,RI,USA,US college or university
164_2019-2020,offer_institutions,1063,Midwest,PUI,USA,US college or university
194_2019-2020,offer_institutions,4258,Northeast,RI,USA,US college or university
197_2019-2020,offer_institutions,3900,Southeast,RI,USA,US college or university
219_2019-2020,offer_institutions,2555,Midwest,RI,USA,US college or university
307_2019-2020,offer_institutions,3712,Rocky Mountains,RI,USA,US college or university
440_2019-2020,offer_institutions,3611,Southeast,RI,USA,US college or university
527_2019-2020,offer_institutions,3936,Rocky Mountains,RI,USA,US college or university
552_2019-2020,offer_institutions,2476,Southeast,PUI,USA,US college or university
571_2019-2020,offer_institutions,3895,Northeast,PUI,USA,US college or university
585_2019-2020,offer_institutions,4092,Midwest,RI,USA,US college or university
632_2019-2020,offer_institutions,2680,Northeast,RI,USA,US college or university
671_2019-2020,offer_institutions,3722,Southeast,RI,USA,US college or university
677_2019-2020,offer_institutions,2808,Northeast,PUI,USA,US college or university
730_2019-2020,offer_institutions,3706,Midwest,RI,USA,US college or university
777_2019-2020,offer_institutions,3910,Pacific,RI,USA,US college or university
782_2019-2020,offer_institutions,3527,Southwest,RI,USA,US college or university
816_2019-2020,offer_institutions,3694,Pacific,RI,USA,US college or university
19_2020-2021,offer_institutions,3828,Northeast,RI,USA,US college or university
26_2020-2021,offer_institutions,3669,Southeast,RI,USA,US college or university
27_2020-2021,offer_institutions,1213,Southeast,RI,USA,US college or university
38_2020-2021,offer_institutions,4092,Midwest,RI,USA,US college or university
66_2020-2021,offer_institutions,4388,NA,NA,USA,national research institute
66_2020-2021,offer_institutions,4498,NA,NA,USA,private research institute
90_2020-2021,offer_institutions,4536,NA,RI,USA,teaching hospital
12_2021-2022,offer_institutions,3934,Midwest,RI,USA,US college or university
25_2021-2022,offer_institutions,4512,NA,PUI,Canada,NA
41_2021-2022,offer_institutions,3517,Southeast,RI,USA,US college or university
42_2021-2022,offer_institutions,4388,NA,NA,USA,national research institute
42_2021-2022,offer_institutions,4498,NA,NA,USA,private research institute
68_2021-2022,offer_institutions,3936,Rocky Mountains,RI,USA,US college or university
75_2021-2022,offer_institutions,766,Pacific,PUI,USA,US college or university
99_2021-2022,offer_institutions,3793,Rocky Mountains,RI,USA,US college or university
103_2021-2022,offer_institutions,4388,NA,NA,USA,national research institute
103_2021-2022,offer_institutions,4498,NA,NA,USA,private research institute
208_2021-2022,offer_institutions,4475,NA,PUI,Canada,NA
211_2021-2022,offer_institutions,3919,Southwest,RI,USA,US college or university
220_2021-2022,offer_institutions,3675,Southwest,RI,USA,US college or university
228_2021-2022,offer_institutions,3782,Midwest,RI,USA,US college or university
242_2021-2022,offer_institutions,2384,Northeast,RI,USA,US college or university
256_2021-2022,offer_institutions,4349,NA,NA,USA,private research institute
271_2021-2022,offer_institutions,3694,Pacific,RI,USA,US college or university
274_2021-2022,offer_institutions,3824,Midwest,RI,USA,US college or university
281_2021-2022,offer_institutions,876,Rocky Mountains,RI,USA,US college or university
317_2021-2022,offer_institutions,1115,Northeast,RI,USA,US college or university
85_2019-2020,offer_institutions,3824,Midwest,RI,USA,US college or university
130_2019-2020,offer_institutions,816,Northeast,PUI,USA,US college or university
153_2019-2020,offer_institutions,895,Northeast,RI,USA,US college or university
163_2019-2020,offer_institutions,1117,Southeast,RI,USA,US college or university
194_2019-2020,offer_institutions,1025,Northeast,RI,USA,US college or university
219_2019-2020,offer_institutions,3712,Rocky Mountains,RI,USA,US college or university
440_2019-2020,offer_institutions,1310,Northeast,RI,USA,US college or university
552_2019-2020,offer_institutions,1063,Midwest,PUI,USA,US college or university
571_2019-2020,offer_institutions,3380,Northeast,PUI,USA,US college or university
585_2019-2020,offer_institutions,1025,Northeast,RI,USA,US college or university
632_2019-2020,offer_institutions,3699,Pacific,RI,USA,US college or university
677_2019-2020,offer_institutions,4653,NA,PUI,USA,NA
730_2019-2020,offer_institutions,4502,NA,RI,Canada,NA
777_2019-2020,offer_institutions,895,Northeast,RI,USA,US college or university
782_2019-2020,offer_institutions,3697,Pacific,RI,USA,US college or university
27_2020-2021,offer_institutions,4462,NA,RI,Western Pacific,NA
12_2021-2022,offer_institutions,4102,Midwest,RI,USA,US college or university
42_2021-2022,offer_institutions,4423,NA,RI,European,NA
99_2021-2022,offer_institutions,406,Northeast,RI,USA,US college or university
211_2021-2022,offer_institutions,3828,Northeast,RI,USA,US college or university
271_2021-2022,offer_institutions,3867,Northeast,RI,USA,US college or university
317_2021-2022,offer_institutions,4068,Southeast,RI,USA,US college or university
85_2019-2020,offer_institutions,2826,Midwest,RI,USA,US college or university
130_2019-2020,offer_institutions,3006,Pacific,PUI,USA,US college or university
153_2019-2020,offer_institutions,4409,NA,NA,USA,private research institute
163_2019-2020,offer_institutions,2409,Northeast,RI,USA,US college or university
194_2019-2020,offer_institutions,3766,Northeast,RI,USA,US college or university
440_2019-2020,offer_institutions,3744,Midwest,RI,USA,US college or university
552_2019-2020,offer_institutions,1484,Midwest,PUI,USA,US college or university
782_2019-2020,offer_institutions,3722,Southeast,RI,USA,US college or university
27_2020-2021,offer_institutions,3919,Southwest,RI,USA,US college or university
99_2021-2022,offer_institutions,4144,Southeast,RI,USA,US college or university
211_2021-2022,offer_institutions,3693,Pacific,RI,USA,US college or university
271_2021-2022,offer_institutions,3941,Pacific,RI,USA,US college or university
130_2019-2020,offer_institutions,407,Northeast,PUI,USA,US college or university
130_2019-2020,offer_institutions,4317,NA,PUI,USA,NA
153_2019-2020,offer_institutions,4348,NA,NA,European,private research institute
552_2019-2020,offer_institutions,1836,Midwest,PUI,USA,US college or university
782_2019-2020,offer_institutions,195,Southwest,RI,USA,US college or university
99_2021-2022,offer_institutions,0,NA,NA,NA,NA
211_2021-2022,offer_institutions,1025,Northeast,RI,USA,US college or university
153_2019-2020,offer_institutions,4341,NA,NA,European,private research institute
552_2019-2020,offer_institutions,4255,Midwest,PUI,USA,US college or university
211_2021-2022,offer_institutions,3773,Midwest,RI,USA,US college or university
153_2019-2020,offer_institutions,3534,Southwest,PUI,USA,US college or university
552_2019-2020,offer_institutions,3285,Northeast,PUI,USA,US college or university
42_2019-2020,offer_institutions,4092,Midwest,RI,USA,US college or university
45_2019-2020,offer_institutions,3532,Southwest,RI,USA,US college or university
154_2019-2020,offer_institutions,1405,Southeast,RI,USA,US college or university
174_2019-2020,offer_institutions,2965,Northeast,RI,USA,US college or university
203_2019-2020,offer_institutions,3665,Northeast,RI,USA,US college or university
264_2019-2020,offer_institutions,3527,Southwest,RI,USA,US college or university
294_2019-2020,offer_institutions,3532,Southwest,RI,USA,US college or university
647_2019-2020,offer_institutions,3722,Southeast,RI,USA,US college or university
709_2019-2020,offer_institutions,0,NA,NA,NA,NA
775_2019-2020,offer_institutions,1752,Southeast,RI,USA,US college or university
820_2019-2020,offer_institutions,1625,Northeast,RI,USA,US college or university
18_2020-2021,offer_institutions,3698,Pacific,RI,USA,US college or university
29_2020-2021,offer_institutions,392,Southeast,PUI,USA,US college or university
73_2020-2021,offer_institutions,3694,Pacific,RI,USA,US college or university
94_2020-2021,offer_institutions,4331,NA,NA,USA,private research institute
13_2021-2022,offer_institutions,4518,NA,RI,European,NA
26_2021-2022,offer_institutions,2242,Rocky Mountains,RI,USA,US college or university
54_2021-2022,offer_institutions,3782,Midwest,RI,USA,US college or university
55_2021-2022,offer_institutions,3939,Southeast,RI,USA,US college or university
188_2021-2022,offer_institutions,1805,Midwest,PUI,USA,US college or university
205_2021-2022,offer_institutions,3104,Northeast,PUI,USA,US college or university
225_2021-2022,offer_institutions,2826,Midwest,RI,USA,US college or university
258_2021-2022,offer_institutions,4427,NA,RI,European,NA
154_2019-2020,offer_institutions,3611,Southeast,RI,USA,US college or university
218_2021-2022,offer_institutions,1518,Northeast,RI,USA,US college or university
42_2021-2022,offer_institutions,4562,NA,RI,European,NA
42_2019-2020,offer_institutions,3744,Midwest,RI,USA,US college or university
154_2019-2020,offer_institutions,997,Northeast,PUI,USA,US college or university
174_2019-2020,offer_institutions,627,Midwest,RI,USA,US college or university
203_2019-2020,offer_institutions,3810,Southeast,RI,USA,US college or university
264_2019-2020,offer_institutions,4484,NA,NA,USA,private research institute
264_2019-2020,offer_institutions,4530,NA,RI,USA,private research institute
294_2019-2020,offer_institutions,240,Southeast,PUI,USA,US college or university
647_2019-2020,offer_institutions,3436,Southwest,RI,USA,US college or university
709_2019-2020,offer_institutions,4502,NA,RI,Canada,NA
775_2019-2020,offer_institutions,406,Northeast,RI,USA,US college or university
820_2019-2020,offer_institutions,3346,Northeast,RI,USA,US college or university
18_2020-2021,offer_institutions,1213,Southeast,RI,USA,US college or university
29_2020-2021,offer_institutions,3010,Northeast,PUI,USA,US college or university
73_2020-2021,offer_institutions,4092,Midwest,RI,USA,US college or university
94_2020-2021,offer_institutions,3907,Southeast,RI,USA,US college or university
13_2021-2022,offer_institutions,4673,NA,RI,European,NA
26_2021-2022,offer_institutions,1294,Southeast,RI,USA,US college or university
54_2021-2022,offer_institutions,1707,Midwest,RI,USA,US college or university
55_2021-2022,offer_institutions,2965,Northeast,RI,USA,US college or university
188_2021-2022,offer_institutions,1499,Southeast,PUI,USA,US college or university
205_2021-2022,offer_institutions,2130,Midwest,RI,USA,US college or university
225_2021-2022,offer_institutions,3001,Midwest,RI,USA,US college or university
258_2021-2022,offer_institutions,4546,NA,RI,European,NA
154_2019-2020,offer_institutions,3744,Midwest,RI,USA,US college or university
218_2021-2022,offer_institutions,406,Northeast,RI,USA,US college or university
42_2021-2022,offer_institutions,4603,NA,RI,European,NA
294_2019-2020,offer_institutions,1405,Southeast,RI,USA,US college or university
647_2019-2020,offer_institutions,3763,Southeast,RI,USA,US college or university
775_2019-2020,offer_institutions,3321,Pacific,RI,USA,US college or university
18_2020-2021,offer_institutions,0,NA,NA,NA,NA
73_2020-2021,offer_institutions,3951,Midwest,RI,USA,US college or university
94_2020-2021,offer_institutions,2965,Northeast,RI,USA,US college or university
13_2021-2022,offer_institutions,4646,NA,NA,European,private research institute
55_2021-2022,offer_institutions,2139,Midwest,RI,USA,US college or university
205_2021-2022,offer_institutions,3813,Southeast,RI,USA,US college or university
154_2019-2020,offer_institutions,1310,Northeast,RI,USA,US college or university
218_2021-2022,offer_institutions,0,NA,NA,NA,NA
42_2021-2022,offer_institutions,4641,NA,RI,European,NA
775_2019-2020,offer_institutions,236,Southeast,RI,USA,US college or university
73_2020-2021,offer_institutions,3709,Midwest,RI,USA,US college or university
94_2020-2021,offer_institutions,0,NA,NA,NA,NA
13_2021-2022,offer_institutions,4649,NA,NA,NA,NA
55_2021-2022,offer_institutions,1969,Southeast,RI,USA,US college or university
218_2021-2022,offer_institutions,1752,Southeast,RI,USA,US college or university
775_2019-2020,offer_institutions,2965,Northeast,RI,USA,US college or university
94_2020-2021,offer_institutions,0,NA,NA,NA,NA
13_2021-2022,offer_institutions,4309,NA,RI,European,NA
55_2021-2022,offer_institutions,3887,Northeast,RI,USA,US college or university
218_2021-2022,offer_institutions,0,NA,NA,NA,NA
13_2021-2022,offer_institutions,4650,NA,NA,European,NA
218_2021-2022,offer_institutions,1213,Southeast,RI,USA,US college or university
218_2021-2022,offer_institutions,2898,Southwest,RI,USA,US college or university
218_2021-2022,offer_institutions,2409,Northeast,RI,USA,US college or university
89_2019-2020,offer_institutions,4388,NA,NA,USA,national research institute
89_2019-2020,offer_institutions,4498,NA,NA,USA,private research institute
89_2019-2020,offer_institutions,3938,Northeast,RI,USA,US college or university
